book,chapter_order,heading_id,section_type,pov,scene_idx,paragraph_idx,n_words,text,neg,neu,pos,compound
Words of Radiance,86,chapter_70,chapter,Kaladin,1,13,30,"She led them to an intersection, then another. Kaladin was feeling winded, his lungs protesting. Shallan stopped, then pointed and ran down a chasm. He followed, looking over his shoulder.",0.142,0.813,0.045,-0.4939
Words of Radiance,86,chapter_70,chapter,Kaladin,1,14,37,"He could see only blackness. Moonlight was too distant, too choked, to illuminate these depths. They wouldn't know if the beast was upon them until it entered the light of his spheres. But *Stormfather,* it sounded close.",0.054,0.946,0.0,-0.2617
Words of Radiance,86,chapter_70,chapter,Kaladin,1,15,63,"Kaladin turned his attention back to his running. He nearly tripped over something on the ground. A corpse? He leaped it, catching up to Shallan. The hem of her dress was snarled and ripped from the running, her hair a mess, her face flushed. She led them down another corridor, then slowed to a stop, hand to the wall of the chasm, puffing.",0.119,0.836,0.045,-0.6369
Words of Radiance,86,chapter_70,chapter,Kaladin,1,16,24,"Kaladin closed his eyes, breathing in and out. *Can't rest long. It will be coming.* He felt as if he were going to collapse.",0.122,0.878,0.0,-0.4939
Words of Radiance,86,chapter_70,chapter,Kaladin,1,17,5,"""Cover that light,"" Shallan hissed.",0.0,1.0,0.0,0.0
Words of Radiance,86,chapter_70,chapter,Kaladin,1,18,14,"He frowned at her, but did so. ""We can't rest long,"" he hissed back.",0.0,1.0,0.0,0.0
Words of Radiance,86,chapter_70,chapter,Kaladin,1,19,1,"""Quiet.""",0.0,1.0,0.0,0.0
Words of Radiance,86,chapter_70,chapter,Kaladin,1,20,44,"The darkness was complete save for the thin light escaping between his fingers. The scraping seemed almost on top of them. Storms! Could he fight one of these monsters? Without Stormlight? Desperate, he tried to suck in the Light he held in his palm.",0.141,0.698,0.161,-0.3112
Words of Radiance,86,chapter_70,chapter,Kaladin,1,21,22,"No Stormlight came, and he hadn't seen Syl since the fall. The scraping continued. He prepared to run, but . . .",0.069,0.868,0.063,-0.0387
Words of Radiance,86,chapter_70,chapter,Kaladin,1,22,36,"The sounds didn't seem to be getting closer anymore. Kaladin frowned. The body he'd stumbled over, it had been one of the fallen from the fight earlier. Shallan had led them back to where they'd started.",0.13,0.87,0.0,-0.6249
Words of Radiance,86,chapter_70,chapter,Kaladin,1,23,9,And . . . to food for the beast.,0.0,1.0,0.0,0.0
Words of Radiance,86,chapter_70,chapter,Kaladin,1,24,27,"He waited, tense, listening to his heartbeat thumping in his chest. Scraping echoed in the chasm. Oddly, some light flashed in the chasm behind. What was that?",0.085,0.915,0.0,-0.34
Words of Radiance,86,chapter_70,chapter,Kaladin,1,25,4,"""Stay here,"" Shallan whispered.",0.0,1.0,0.0,0.0
Words of Radiance,86,chapter_70,chapter,Kaladin,1,26,26,"Then, incredibly, she started to move *toward* the sounds. Still holding the spheres awkwardly with one hand, he reached out with the other and snatched her.",0.077,0.769,0.154,0.3182
Words of Radiance,86,chapter_70,chapter,Kaladin,1,27,19,"She turned back to him, then looked down. Inadvertently, he'd grabbed her by the safehand. He let go immediately.",0.0,1.0,0.0,0.0
Words of Radiance,86,chapter_70,chapter,Kaladin,1,28,12,"""I have to see it,"" Shallan whispered to him. ""We're so close.""",0.0,1.0,0.0,0.0
Words of Radiance,86,chapter_70,chapter,Kaladin,1,29,3,"""Are you *insane*?""",0.574,0.426,0.0,-0.4019
Words of Radiance,86,chapter_70,chapter,Kaladin,1,30,6,"""Probably."" She continued toward the beast.",0.0,1.0,0.0,0.0
Words of Radiance,86,chapter_70,chapter,Kaladin,1,31,65,"Kaladin debated, cursing her in his mind. Finally, he put his spear down and dropped her pack and satchel over its spheres to muffle the light. Then he followed. What else could he do? Explain to Adolin? *Yes, princeling. I let your betrothed wander off alone in the darkness to get eaten by a chasmfiend. No, I didn't go with her. Yes, I'm a coward.*",0.101,0.825,0.074,-0.2406
Words of Radiance,86,chapter_70,chapter,Kaladin,1,32,29,"There *was* light ahead. It showed Shallan---her outline, at least---crouching beside a turn in the chasm, peeking around. Kaladin stepped up to her, crouching down and taking a look.",0.0,1.0,0.0,0.0
Words of Radiance,86,chapter_70,chapter,Kaladin,1,33,3,There it was.,0.0,1.0,0.0,0.0
Words of Radiance,86,chapter_70,chapter,Kaladin,1,34,28,"The beast filled the chasm. Long and narrow, it wasn't bulbous or bulky, like some small cremlings. It was sinuous, sleek, with that arrowlike face and sharp mandibles.",0.0,0.915,0.085,0.3612
Words of Radiance,86,chapter_70,chapter,Kaladin,1,35,74,"It was also *wrong*. Wrong in a way difficult to describe. Big creatures were supposed to be slow and docile, like chulls. Yet this enormous beast moved with ease, its legs up on the sides of the chasm, holding it so that its body barely touched the ground. It ate the corpse of a fallen soldier, grasping the body in smaller claws by its mouth, then ripping it in half with a gruesome bite.",0.171,0.771,0.058,-0.872
Words of Radiance,86,chapter_70,chapter,Kaladin,1,36,12,"That face was like something from a nightmare. Evil, powerful, almost *intelligent*.",0.216,0.392,0.392,0.3832
Words of Radiance,86,chapter_70,chapter,Kaladin,1,37,16,"""Those spren,"" Shallan whispered, so soft he could barely hear. ""I've seen those . . .""",0.0,1.0,0.0,0.0
Words of Radiance,86,chapter_70,chapter,Kaladin,1,38,47,"They danced around the chasmfiend, and were the source of the light. They looked like small glowing arrows, and they surrounded the beast in schools, though occasionally one would drift away from the others and then vanish like a small plume of smoke rising into the air.",0.0,0.9,0.1,0.6124
Words of Radiance,86,chapter_70,chapter,Kaladin,1,39,72,"""Skyeels,"" Shallan whispered. ""They follow skyeels too. The chasmfiend likes corpses. Could its kind be carrion feeders by nature? No, those claws, they look like they're meant for breaking shells. I suspect we'd find herds of wild chulls near where these things live naturally. But they come to the Shattered Plains to pupate, and here there's very little food, which is why they attack men. Why has this one remained after pupating?""",0.125,0.804,0.071,-0.7514
Words of Radiance,86,chapter_70,chapter,Kaladin,1,40,23,"The chasmfiend was almost done with its meal. Kaladin took her by the shoulder, and she allowed him---with obvious reluctance---to pull her away.",0.085,0.915,0.0,-0.34
Words of Radiance,86,chapter_70,chapter,Kaladin,1,41,16,"They returned to their things, gathered them up, and---as silently as possible---retreated farther into the darkness.",0.095,0.905,0.0,-0.25
Words of Radiance,86,chapter_70,chapter,Kaladin,2,42,45,"They walked for hours, going in a completely different direction from the one they'd taken before. Shallan allowed Kaladin to lead again, though she tried her best to keep track of the chasms. She'd need to draw it out to be certain of their location.",0.0,0.872,0.128,0.743
Words of Radiance,86,chapter_70,chapter,Kaladin,2,43,58,"Images of the chasmfiend tumbled in her head. What a majestic animal! Her fingers practically *itched* to sketch it from the Memory she'd taken. The legs were larger than she'd imagined; not like a legger, with spindly little spinelike legs holding up a thick body. This creature had exuded power. Like the whitespine, only enormous and more alien.",0.035,0.92,0.046,0.1734
Words of Radiance,86,chapter_70,chapter,Kaladin,2,44,28,"They were far from it now. Hopefully that meant they were safe. The night was dragging on her, after she'd risen early to get moving on the expedition.",0.0,0.823,0.177,0.6808
Words of Radiance,86,chapter_70,chapter,Kaladin,2,45,48,"She covertly checked the spheres in her pouch. She'd drained them all dun in their flight. Bless the Almighty for the Stormlight---she would need to make a glyphward in thanks. Without the strength and endurance it lent, she'd never have been able to keep up with Kaladin longlegs.",0.09,0.809,0.1,0.1461
Words of Radiance,86,chapter_70,chapter,Kaladin,2,46,22,"Now, however, she was *storming* exhausted. As if the Light had inflated her capacity, but now left her deflated and worn out.",0.185,0.815,0.0,-0.5499
Words of Radiance,86,chapter_70,chapter,Kaladin,2,47,10,"At the next intersection, Kaladin paused and looked her over.",0.0,1.0,0.0,0.0
Words of Radiance,86,chapter_70,chapter,Kaladin,2,48,6,She gave him a weak smile.,0.309,0.426,0.266,-0.1027
Words of Radiance,86,chapter_70,chapter,Kaladin,2,49,9,"""We'll need to stop for the night,"" he said.",0.216,0.784,0.0,-0.296
Words of Radiance,86,chapter_70,chapter,Kaladin,2,50,1,"""Sorry.""",1.0,0.0,0.0,-0.0772
Words of Radiance,86,chapter_70,chapter,Kaladin,2,51,51,"""It's not just you,"" he said, looking up at the sky. ""I honestly have no idea if we're going the right direction or not. I'm all turned around. If we can get an idea in the morning of where the sun is rising, it will tell us which direction to walk.""",0.041,0.904,0.055,0.2023
Words of Radiance,86,chapter_70,chapter,Kaladin,2,52,2,She nodded.,0.0,1.0,0.0,0.0
Words of Radiance,86,chapter_70,chapter,Kaladin,2,53,18,"""We should still be able to get back in plenty of time,"" he added. ""No need to worry.""",0.146,0.854,0.0,-0.4404
Words of Radiance,86,chapter_70,chapter,Kaladin,2,54,71,"The way he said it immediately made her start worrying. Still, she helped him find a relatively dry portion of ground, and they settled down, spheres in the center like a little mock fire. Kaladin dug in the pack she'd found---she'd taken it off a dead soldier---and came out with some rations of flatbread and dried chull jerky. Not the most appetizing of food by any stretch, but it was something.",0.097,0.881,0.022,-0.6013
Words of Radiance,86,chapter_70,chapter,Kaladin,2,55,41,"She sat with her back to the wall and ate, looking upward. The flatbread was from Soulcast grain---that stale taste was obvious. Clouds above prevented her from seeing the stars, but some starspren moved in front of those, forming distant patterns.",0.0,0.976,0.024,0.0129
Words of Radiance,86,chapter_70,chapter,Kaladin,2,56,32,"""It's strange,"" she whispered as Kaladin ate. ""I've only been down here half a night, but it feels like so much longer. The tops of the plateaus seem so distant, don't they?""",0.037,0.761,0.202,0.8074
Words of Radiance,86,chapter_70,chapter,Kaladin,2,57,2,He grunted.,0.0,1.0,0.0,0.0
Words of Radiance,86,chapter_70,chapter,Kaladin,2,58,27,"""Ah yes,"" she said. ""The bridgeman grunt. A language unto itself. I'll need to go over the morphemes and tones with you; I'm not quite fluent yet.""",0.0,0.906,0.094,0.4019
Words of Radiance,86,chapter_70,chapter,Kaladin,2,59,5,"""You'd make a terrible bridgeman.""",0.437,0.563,0.0,-0.4767
Words of Radiance,86,chapter_70,chapter,Kaladin,2,60,2,"""Too short?""",0.0,1.0,0.0,0.0
Words of Radiance,86,chapter_70,chapter,Kaladin,2,61,35,"""Well, yes. And too female. I doubt you'd look good in the traditional short trousers and open vest. Or, rather, you'd probably look *too* good. It might be a little distracting for the other bridgemen.""",0.1,0.659,0.241,0.7346
Words of Radiance,86,chapter_70,chapter,Kaladin,2,62,50,"She smiled at that, digging into her satchel and pulling out her sketchbook and pencils. At least she had fallen with those. She started sketching, humming softly to herself and stealing one of the spheres for light. Pattern still lay on her skirts, content to be silent in Kaladin's presence.",0.109,0.829,0.062,-0.4019
Words of Radiance,86,chapter_70,chapter,Kaladin,2,63,18,"""Storms,"" Kaladin said. ""You're not drawing a *picture* of you wearing one of those outfits . . .""",0.0,1.0,0.0,0.0
Words of Radiance,86,chapter_70,chapter,Kaladin,2,64,33,"""Yes, of course,"" she said. ""I'm drawing salacious pictures of myself for you after only a few hours together in the chasm."" She scratched at a line. ""You have quite the imagination, bridgeboy.""",0.0,0.922,0.078,0.4019
Words of Radiance,86,chapter_70,chapter,Kaladin,2,65,25,"""Well it's what we were talking about,"" he grumbled, rising and walking over to look at what she was doing. ""I thought you were tired.""",0.104,0.821,0.075,-0.2023
Words of Radiance,86,chapter_70,chapter,Kaladin,2,66,21,"""I'm exhausted,"" she said. ""So I need to relax."" Obviously. This first sketch wouldn't be the chasmfiend. She needed a warm-up.",0.102,0.779,0.119,0.1027
Words of Radiance,86,chapter_70,chapter,Kaladin,2,67,48,"So she drew their path through the chasms. A map, kind of, but more a picture of the chasms as if she could see them from above. It was imaginative enough to be interesting, though she was certain she got a few of the ridges and corners wrong.",0.073,0.778,0.149,0.5023
Words of Radiance,86,chapter_70,chapter,Kaladin,2,68,10,"""What *is* that?"" Kaladin asked. ""A picture of the Plains?""",0.0,1.0,0.0,0.0
Words of Radiance,86,chapter_70,chapter,Kaladin,2,69,56,"""Something of a map,"" she said, though she grimaced. What did it say about her that she couldn't just draw a few lines giving their location, like a regular person? She had to do it like a picture. ""I don't know the full shapes of the plateaus we walked around, just the chasm pathways we used.""",0.048,0.833,0.119,0.5267
Words of Radiance,86,chapter_70,chapter,Kaladin,2,70,5,"""You remember it that well?""",0.0,0.656,0.344,0.2732
Words of Radiance,86,chapter_70,chapter,Kaladin,2,71,27,"Stormwinds. Hadn't she intended to keep her visual memory more secret than this? ""Uh . . . No, not really. I'm guessing at a lot of this.""",0.0,1.0,0.0,0.0
